Adj Close,Close,High,Low,Open,Volume
NESN.SW,NESN.SW,NESN.SW,NESN.SW,NESN.SW,NESN.SW
81.58000183105469,81.58000183105469,82.30000305175781,81.0999984741211,82.0,4622935
82.72000122070312,82.72000122070312,82.80000305175781,81.69999694824219,81.73999786376953,3874056
81.77999877929688,81.77999877929688,82.5999984741211,81.77999877929688,82.5,3465830
80.81999969482422,80.81999969482422,81.9800033569336,80.81999969482422,81.94000244140625,4717569
79.36000061035156,79.36000061035156,81.69999694824219,79.08000183105469,81.18000030517578,6260722
79.45999908447266,79.45999908447266,80.19999694824219,79.45999908447266,79.80000305175781,4899966
78.9800033569336,78.9800033569336,79.72000122070312,78.73999786376953,79.04000091552734,3905669
79.0199966430664,79.0199966430664,79.69999694824219,78.91999816894531,79.18000030517578,4079173
78.0,78.0,78.58000183105469,77.81999969482422,78.44000244140625,5120013
77.72000122070312,77.72000122070312,78.08000183105469,77.18000030517578,77.91999816894531,4050273
78.73999786376953,78.73999786376953,79.54000091552734,77.31999969482422,77.62000274658203,5027775
77.5199966430664,77.5199966430664,78.66000366210938,77.5199966430664,78.5,5593655
78.18000030517578,78.18000030517578,78.5,77.5199966430664,77.69999694824219,3475379
76.66000366210938,76.66000366210938,79.26000213623047,76.04000091552734,78.73999786376953,6982638
76.5199966430664,76.5199966430664,77.08000183105469,76.0999984741211,76.73999786376953,5608645
75.95999908447266,75.95999908447266,76.4800033569336,75.55999755859375,76.0,5388140
76.0,76.0,76.41999816894531,75.87999725341797,75.95999908447266,6977049
75.95999908447266,75.95999908447266,76.68000030517578,75.72000122070312,75.95999908447266,8319066
75.83999633789062,75.83999633789062,76.37999725341797,75.16000366210938,75.55999755859375,4669259
76.36000061035156,76.36000061035156,76.36000061035156,75.62000274658203,76.0,4106565
76.63999938964844,76.63999938964844,76.77999877929688,75.94000244140625,76.0199966430664,4095385
76.4800033569336,76.4800033569336,76.4800033569336,75.76000213623047,76.37999725341797,4561408
76.5999984741211,76.5999984741211,77.13999938964844,76.13999938964844,76.27999877929688,3788734
76.5999984741211,76.5999984741211,76.95999908447266,76.19999694824219,76.86000061035156,4439740
76.36000061035156,76.36000061035156,76.68000030517578,76.05999755859375,76.33999633789062,3908643
